stock_id,category_id,tax_type_id,description,long_description,units,mb_flag,sales_account,cogs_account,inventory_account,adjustment_account,wip_account,dimension_id,dimension2_id,purchase_cost,material_cost,labour_cost,overhead_cost,inactive,no_sale,no_purchase,editable,depreciation_method,depreciation_rate,depreciation_factor,depreciation_start,depreciation_date,fa_class_id
HFFLO20,1,2,"Copa Cabana,72cm,0 Boxes,0 Stems Per Box","Copa Cabana,72cm,0 Boxes,0 Stems Per Box",,B,4010,5010,1510,5040,1530,0,0,0,0,0,0,0,0,0,0,S,0,1,2020-10-27,2020-10-27,
HFFLO21,1,2,"Event,42cm,0 Boxes,0 Stems Per Box","Event,42cm,0 Boxes,0 Stems Per Box",,B,4010,5010,1510,5040,1530,0,0,0,0,0,0,0,0,0,0,S,0,1,2020-10-27,2020-10-27,
HFFLO22,1,2,"Event,52cm,0 Boxes,0 Stems Per Box","Event,52cm,0 Boxes,0 Stems Per Box",,B,4010,5010,1510,5040,1530,0,0,0,0,0,0,0,0,0,0,S,0,1,2020-10-27,2020-10-27,
HFFLO23,1,2,"Event,62cm,0 Boxes,0 Stems Per Box","Event,62cm,0 Boxes,0 Stems Per Box",,B,4010,5010,1510,5040,1530,0,0,0,0,0,0,0,0,0,0,S,0,1,2020-10-27,2020-10-27,
HFFLO24,1,2,"Event,72cm,0 Boxes,0 Stems Per Box","Event,72cm,0 Boxes,0 Stems Per Box",,B,4010,5010,1510,5040,1530,0,0,0,0,0,0,0,0,0,0,S,0,1,2020-10-27,2020-10-27,
HFFLO25,1,2,"Golden Tower,42cm,0 Boxes,0 Stems Per Box","Golden Tower,42cm,0 Boxes,0 Stems Per Box",,B,4010,5010,1510,5040,1530,0,0,0,0,0,0,0,0,0,0,S,0,1,2020-10-27,2020-10-27,
HFFLO26,1,2,"Golden Tower,52cm,0 Boxes,0 Stems Per Box","Golden Tower,52cm,0 Boxes,0 Stems Per Box",,B,4010,5010,1510,5040,1530,0,0,0,0,0,0,0,0,0,0,S,0,1,2020-10-27,2020-10-27,
HFFLO27,1,2,"Golden Tower,62cm,0 Boxes,0 Stems Per Box","Golden Tower,62cm,0 Boxes,0 Stems Per Box",,B,4010,5010,1510,5040,1530,0,0,0,0,0,0,0,0,0,0,S,0,1,2020-10-27,2020-10-27,
HFFLO28,1,2,"Golden Tower,72cm,0 Boxes,0 Stems Per Box","Golden Tower,72cm,0 Boxes,0 Stems Per Box",,B,4010,5010,1510,5040,1530,0,0,0,0,0,0,0,0,0,0,S,0,1,2020-10-27,2020-10-27,
HFFLO29,1,2,"High & Magic,42cm,0 Boxes,0 Stems Per Box","High & Magic,42cm,0 Boxes,0 Stems Per Box",,B,4010,5010,1510,5040,1530,0,0,0,0,0,0,0,0,0,0,S,0,1,2020-10-27,2020-10-27,
